Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,Lat,Long
University 358,50.0,10/7/2020,NB100820K,$500.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 10/2/2020 to 12/31/2020,FL,28.061999999999998,-82.413225
University 367,500.0,10/9/2020,NB100920,"$3,250.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/7/2020 to 4/7/2021,,,
University 7,,10/9/2020,NB100920A,"$21,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,,,
University 368,320.0,10/13/2020,NB101320A,"$4,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/9/2020 to 9/30/2021,IL,38.841819,-89.877841
University 82,20.0,10/13/2020,NB101320B,"$1,200.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2020 to 9/30/2021,MS,34.365411,-89.53718
University 13,100.0,10/13/2020,NB101320C,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2020 to 9/30/2021,FL,28.061999999999998,-82.413225
University 195,300.0,10/15/2020,NB101520,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/8/2020 to 8/31/2021,WI,44.510664,-89.638254
University 369,14.0,10/15/2020,NB101520A,"$1,640.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/14/2020 to 10/31/2021,FL,28.061999999999998,-82.413225
University 371,60.0,10/16/2020,NB101620,"$4,800.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 10/20/2020 to 10/31/2023,OK,35.49426,-95.30552
University 370,300.0,10/16/2020,NB101620A,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/6/2020 to 10/5/2021,CO,39.950948,-105.15907800000001
University 117,500.0,10/16/2020,NB101620B,"$6,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,IN,39.622129,-87.454769
University 349,15.0,10/16/2020,NB101620C,$75.00,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/9/2020 to 3/9/2021,,,
University 372,50.0,10/19/2020,NB101920,$500.00,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/23/2020 to 4/23/2021,,,
University 341,100.0,10/19/2020,NB101920A,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/8/2020 to 10/31/2021,WI,44.802351,-92.595365
University 361,30.0,10/19/2020,NB101920B,$410.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,NY,43.13867,-79.03893000000001
University 23,100.0,10/20/2020,NB102020,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2020 to 9/30/2021,NE,42.224218,-97.581551
University 164,6271.0,10/20/2020,NB102020A,"$16,052.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/20/2020 to 12/12/2020,,,
University 373,20.0,10/22/2020,NB102020,$425.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 11/1/2020 to 1/31/2021,FL,28.061999999999998,-82.413225
University 201,40.0,10/22/2020,NB102020A,$100.00,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/21/2020 to 1/31/2021,MS,32.381605,-88.663489
University 374,350.0,10/22/2020,NB102020B,"$5,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/28/2020 to 9/30/2021,,,
University 375,75.0,10/23/2020,NB102220C,$562.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 10/22/2020 to 1/22/2021,AR,35.841039,-90.675602
University 349,20.0,10/23/2020,NB102320,$100.00,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/9/2020 to 3/9/2021,,,
University 361,30.0,10/28/2020,NB102320,$300.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,NY,43.13867,-79.03893000000001
University 376,311.0,10/30/2020,NB103020,"$3,366.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/7/2020 to 10/31/2021,ND,48.630369,-97.471056
University 378,1000.0,11/2/2020,NB110220,"$26,250.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 10/31/2020 to 10/31/2023,AR,35.691868,-91.598917
University 377,50.0,11/2/2020,NB110220A,$500.00,3 Months,4700-0-00-00000-00-0000,3 Mo Subscription 9/1/2020 to 12/1/2020,WY,41.64025,-104.16384000000001
University 379,100.0,11/2/2020,NB110220B,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/2/2020 to 10/31/2021,TX,29.468413,-98.528889
University 210,200.0,11/2/2020,NB110220C,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/2/2020 to 10/31/2021,OR,45.408173,-122.92232299999999
University 372,50.0,11/3/2020,NB101920,$40.00,6 Months,4700-0-00-00000-00-0000,6 Mon Subscription 10/23/2020 to 4/23/2021,,,
University 299,50.0,11/3/2020,NB110320,$500.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,FL,28.061999999999998,-82.413225
University 222,20.0,11/3/2020,NB110320A,$200.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 380,20.0,11/4/2020,NB110420,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/19/2020 to 10/31/2021,MA,42.055136,-71.081416
University 121,75.0,11/4/2020,NB110420A,"$2,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/2020 to 12/31/2021,CA,33.657531,-117.81266799999999
University 381,50.0,11/4/2020,NB110420B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/3/2020 to 10/31/2021,CA,37.953672,-122.02287199999999
